English,Yoruba
The Lagos State Government says that ten victims of the July 4  Ijegun pipeline explosion have died due to severe and high degree burns suffered from the inferno.,Ìjọba ìpínlẹ̀ Èkó ní àwọn ènìyàn méwàá tó farakáásáá níbi ìsẹ̀lẹ̀ iná tó sẹlẹ̀ ní ọjọ́  kẹ̀rin oṣù Agẹmọ ní ìlú Ìjegun lóti dágbéré fún áyé bótijépé iná ohun ti jó wọn kọjá sísọ.
"The Permanent Secretary, State Ministry of Health, Dr Titilayo Goncalves, who made this known to newsmen in Lagos,said that three of the victims died at the Lagos State University Teaching Hospital, Ikeja, while seven died at Gbagada General Hospital.",Akọ̀wé ìjoba lórí ètò ìlera Dókítà Títílayò Goncalves tò bá àwọn Akọ̀ròyìn sọ̀rọ̀ ní mẹ́ta lára wọn lókú ní ilé ìwòsàn ẹ̀kọ́ṣẹ́ ètò ìlera Lagos State University Teaching Hospital Ikeja tí àwọn méje míì sì pàdánù ẹ̀mí ní Gbàgádà General Hospital Léèkó.
"According to her, out of the 22 victims rescued by the Lagos State Ambulance Service, nine were taken to LASUTH, 12 to Trauma and Burns Unit of Gbagada General Hospital and one to Alimosho General Hospital.","Nínú ọ̀rọ̀ rẹ̀, ó ní àwọn ènìyàn méjìlélógún tí wọ́n fi Ọkọ̀ pàjáwìrì gbé níbi ìṣẹ̀lẹ̀ ọ̀hún ni wọ́n gbé ènìyàn mẹ́sàn án sí LASUTH, tí méjìlá sì wà ní ẹka ìjàmbá iná Gbàgádà General Hospital tí ẹ̣nìkan sì wà ni Àlímòṣọ́ General Hospital."
"She also said that they are doing everything possible to ensure that no other life is lost and from reports received, they are responding to treatment.",Dókítà Titilayo ní gbogbo ìgbìyànjú làwọn wa láti máse pàdánù ẹ̀mí Kankan mọ́. Bákanáà lóní ara àwọn tó kù ti ń yá.
"Greece's new Prime Minister, MrKyriakos Mitsotakis has said that he would not fail to honour the hopes of the Greek people after New Democracy's landslide victory.","Ààrẹ tintun orílẹ̀ èdè Greece’s, Mrkyriakos Mitsotakis ti ní òun ò ní já àwọn ará ìlú ní tàn-án mọ̀n lẹ́hìn tí Ìjọba ti bọ́si lọ́wọ́."
Mr. Mitsotakis emerged the winner of the election with several votes.,Mr Mitsotakis tófi ẹ̀yìn akegbẹ́ jọnlẹ̀ pẹ̀lú àbájáde egbelemùkú ìbò.
This Prime minister said his government will be a peaceful one.,Prime minister yìí tún ní òun yóò ṣe ìjọba àlááfíà lórí gbogbo ará ìlú.
He also promised to renegotiate a deal with Greece's creditors that would allow more money to be reinvested in the country.,Bákannáà lótún ṣe ìlérí láti sè ìpàdé pẹ̀lú àwọn Olókòwò Greece láti leè fàyè gba ọ̀pọ̀lọpọ̀ owó síi ìlú.
"President Muhammadu Buhari returned to Abuja on Monday after attending the 12th Extraordinary Summit of the African Union in Niamey, Niger Republic.",Ààrẹ Mohammedu Buhari ti padá sí Àbújá lọ́jọ́ ajé lẹ́hìn ìpàdè ẹlẹ́ẹ̀kejìlá àpèjọ àrà ọ̀tọ̀ pẹ̀lú Àjo Africa Union ní Niamey Niger Republic.
The News Agency of Nigeria reports that the presidential aircraft conveying the President and some members of his entourage landed at àthe Presidential Wing of the Nnamdi Azikiwe International Airport Abuja at about 1:25 p.m.,Àjọ Akọ̀ròyìn News Agency of Nigeria jábọ̀ pé ọkọ̀ òfurufú tó gbé Ààrẹ àti àwọn tí wọ́n jọ kọ́ọ̀wọ̀rìn balè igun pápákọ̀ Nnamdi Azikwe International Airport Abuja ní aago kan kọjá ìṣẹ́jú mẹ́ẹ̀dógún.
"The president signed the African Continental Free Trade Area (AfCFTA) agreement, making Nigeria the 53rd state in the continent to append its signature to the document.",Ààrẹ fọwọ́sí ìwé àdéhùn pẹ̀lú AfCFTA gẹ́gẹ́ bí Ààre ketàlélọ́gọ́ta tí yóò tí owọ́ bọ ìwé yìí lágbàáyé.
"The President had delayed signing the agreement, which entered into force on May 30, 2019.",Ààre dá ìwé yí dúró de osú karùn-ún ọdún 2019.
"The delay was to give room for extensive consultations with stakeholders, culminating in the submission of the report by the presidential committee, to assess the impact and readiness of Nigeria to join the free trade area.","Ìdádúró tí wọ́n fi àyè gbà àwọn Alẹ́nulọ́rọ̀, Onímọ̀ ìjìnlẹ̀ láti jábọ̀ ìwádìí wọn bí Nigeria se gbaradì láti darapọ̀ mọ́ wọn."
The advocacy for gender balance and equal opportunity is not meant to engender rivalry between men and women; rather it is aimed at ensuring that both women and men are given equal opportunities in the various sphere of our national life.,Ìpolongo àti ìkéde lórí ẹ̀tò láàrín àwọ̀n ọkùnrin sí Obìrinbi kìí ṣe fún ìfi igagbága bíkòsepé kí takọ tabo ilẹ̀ yìí le kópa nínú ìlọsíwájú orílẹ̀ èdè wa.
"A former Minister of Industry, Dr. Nike Akande made the clarification in Lagos at an event organized by the State Government to mark this year’s International Women’s Day, IDW.",Ọ̀rọ̀ yìí ni mínísítà fún ètò iṣé dokita Nike Akande sọ níbi ètò kan tí Ìjọba ìpínlẹ̀ Èkò gbé kalẹ̀ láti sàmì àyájọ́ Àwọn Obìnrin lágbàáyé [IDW].
"She noted that the Nigeria of our dreams is a country led by the best of our people and a place where there is justice, fair play and equality.","Ó fi kún ọ̀rọ̀ rẹ̀ pé ìwòye ọjọ́ iwájú Orílẹ̀ èdè yìí ni ìṣèjọba tí àwọn tó dántọ́ ṣe àkóso rẹ̀ àti ibi tí ètò ìdájọ́, Ìsọ̀kan àti Orí ò ju orí wà."
"In a message, Governor of Lagos, Mr Akinwunmi Ambode, who was represented by the Commissioner for Youths and Social Development, Agboola Dabiri acknowledged that women had been contributing immensely to the political and economic growth of the state and advised those who are mothers and guardians to encourage the youths, particularly girls to have good behaviour so as to be good leaders tomorrow.","Nínú Ọ̀rọ́ tí Gómìnà Ìpínlẹ̀ Èkó Ọ̀gbẹ́ni Akíwùnmí Ambode tí Kómísóná fún ọ̀rọ̀ àwọn Ọ̀dọ́ àti Ìdàgbàsókè Àwùjọ, Agboọlá Dábírí tó sojú fún, ni tí a bá wo inú agbo òsèlú, ipa ribiribi làwọn Obìrin ńkó pèlu ètò ọrọ Ajé Ìpínlè,   bákan náà lótún rọ àwọn Òbí àti Alágbàtọ́ láti ma gba àwọn ọ̀dọ́ ĺámọ̀ràn pàápàá àwọn Ọ̀dómọbìnrin láti ni ìwà ọmọlúwàbí kí wọ́n lè jẹ́ aṣíwájú rere lẹ́yìn ọ̀la."
"A member of Lagos State Assembly representing Eti-Osa Constituency Two, Mr. Gbolahan Yishawu has saluted workers for their immense contribution to the nation’s building.","Asojú ni ilé Ìgbìmọ̀ asòfin tó ń sojú ekùn Etì ọ̀sà kejì, Ọ̀gbẹ́ni Gbóláhàn Yishawu ti gbóríyìn fún àwọn òṣìṣẹ́ fún àtìlẹyìn wọn láti gbé Orílẹ̀ èdè yìí ga."
Mr. Yishawu in his May Day message to congratulate the Nigerian workers and their efforts in ensuring progress and development in their various working place commended the courage of the Nigerian Labour Congress and Trade Union Congress for their quest to ensure increase in workers minimum wage.,Ọ̀gbẹ́ni Yishawu nínú ìwé Àpilẹ̀ko tó fi kí àwọn òṣìṣẹ́ tó sì dúpẹ́ lọ́wọ́ Àjo Àwọn òṣìṣẹ́ pẹ̀lú àjo tó n mú ojútó Ayédáadé Òṣìṣẹ́ àti Àjo Olókòwò bí wọ́n ṣe ja Àjàyè lórí èkúnwó owó oṣù àwọn òṣìṣẹ́.
"The lawmaker assured citizens that the administration of President Muhammadu Buhari holds workers interest in high esteem, saying that the immediate signing of new minimum wage bill into law was an attestation.",Aṣòfin tún múu dá àwọn òṣìṣẹ́ lójú pé ìsèjoba Ààrẹ Mohammadu Buhari mọ rírì wọn tó sìjẹ́ kó buwólu ìbéèrè wọn tó sì ti di òfin.
Mr. Yisawu appealed to organizations that are owing their workers to pay on time.,Ọ̀gbẹ́ni Yishawu tún rọ àwọn Oníléeṣẹ́ tó sì ńjẹ àwọn òṣìṣẹ́ wọn lówó osú láti san Owó wọn fún wọn lásìkò.
"As workers around the world marks Workers Day today, a renewed call has gone to all levels of government to look into the provision of affordable housing units, comprehensive health insurance cover and prompt disbursement of pensions and other benefits to workers in the country to boost their productivity.","Bí gbogbo òṣìṣẹ́ lágbàáyé se ń sàmì àyájó àwọn òṣìṣẹ́ ní gbogbo ìpele láti ṣe ètò ilé olówópókú ,ètò ìlera tó jíire lówó tí kò ganilára àti sísan owó Àjemọ́nú àwọn òṣìṣẹ̀ fẹ̀hìntì lásìkò."
"The call was made by the Nigerian Union of Journalist, Lagos Chapter Chairman, Dr. QazeemAkinreti in a chat with our correspondent.",Ìpè yìí wá láti ọ̀dọ̀ Alága fún Àjo Akọ̀ròyìn ẹ̀ka ti ìpínlẹ̀ èkó Ọ̀gbẹ́ni Qazeem Akínretí ló sọ ọ̀rọ̀ yíí fún àwọn aṣojú oníròyìn wa.
Dr. Akinreti also said after the signing of the new minimum wage there is still much grounds to cover in terms of workers welfare.,Dokita Akinreti tún ní lẹ́yìn ìbuwọ́lù owó oṣù òṣìṣẹ́ to kéré ju ọ̀pọ̀lọ̀pọ̀ nǹkan amáyédẹrùn lóye ki ìjoba o mójútó láti mú ìgbé ayé ìrọ̀rùn bá àwọn òṣìṣẹ́.
"The winner of last Saturday Councillorship bye-election in Ward A Obele/Oniwala in Surulere Local Government area of Lagos State Mr. Kazeem Bello, has received his certificate of return from the Lagos State Independent Electoral Commission, LASIEC.","Ẹni tó jáwé olúborí ní ọjọ́ àbámẹ́ta tó kọjá nínú ìdìbò abẹ́lé ti Káńsílọ̀ ní Ọ̀bẹ̀lẹ́ Oníwàálà lágbègbè Sùúrùlérè ni Ìpínlẹ̀ eko, Ọ̀gbẹ́ni Kazeem Béllò ní Àjo elétò ìdìbò ìpínlẹ̀ Èkó LASIEC ti fun ní ìwé ẹ̀rí láti padà si Ófíìsì lẹ́ẹ̀kan si."
"Chairman of the commission, Justice Ayotunde Phillips congratulated the councilor-elect on his victory and encouraged him not to relent in rural development project.",Alága Àjo ọ̀hún onídàájó Àyòtúndé Phillips kí Ọ̀gbẹ́ni Bello kú oríire tó sì tún gbàá lámọ̀ràn làti teramọ́ isẹ́ Ìdàgbàsókè agbègbè
Justice Philips whose address at the ceremony was delivered by an electoral commissioner of the Commission Honourable Olusegun Ayedun noted that the commission demonstrates its commitment to play a crucial role among the political parties competing,Onídàájọ́ Phillips níbi tó ti jábọ̀ fún Komisọ́nà fún Àjọ òhún Hon Olúségun Ayédùn wòye pé Àjọ ọ̀hún fi ìfara ẹnijì hàn láti kó ipa pàtàkì láàrín ẹgbẹ́ òṣèlù tó ń díje.
The Chairman however expressed disappointment over the low turn-out of voters during the election.,Alága yìí tó fi èhónú rẹ̀ hàn bí àwọn Olùdìbò ṣe kọ̀ láti jáde kópa nínú eto ìdìbò ọ̀hún.
"The Chairman also expressed appreciation to security agencies, particularly the Police, Department of State Security and Nigerian Security and Civil Defence Corps.",Alága tún dúpẹ́ púpọ̀ lọ̀wọ̀ àwọn elétò ààbò pàápàá àwọn Agbófinró atì àwọn Eléto ààbò ìpínlè (DSS) pẹ̀lú Civil Defence.
"The Lagos State Emergency Management Agency, LAGSEMA, has advised motorists, tricycle operators and other road users against reckless driving, over-speeding as well as to always be vigilant especially when driving through the railway crossings to avoid unnecessary loss of lives.",Àjo tó ń kojú ìsẹ̀lẹ̀ pàjáwìrì ìyen Lagos Management Agency (LAGSEMA) ti ro àwọn Awakọ̀ àti àwọn tó ń wa kẹ̀kẹ́ ẹlẹ́sẹ̀ mẹ́ta láti máa se jẹ́jẹ́ lójú pópó kí ìfẹ̀mí sòfò lójú pópó ó lè di ohun àfìsẹ́yìn nílẹ̀ yìí pàápàá lásìkò tí wọ́n bá ń sodá lójú irin (Railway)
"The General Manager of LASEMA, Mr. Adeshina Tiamiyu gave the advice following the unfortunate incidents involving a tricycle rider that suddenly rammed into a moving train while trying to cross the railway crossing around Shina Peters Road, Iju Ishaa area of Lagos where four persons died and one escaped unhurt.",Ọ̀gbẹ́ni Adésínà Tìámíyù tó jẹ́ ọ̀gá Àgbà fún Àjo tó ń kojú ìsẹ̀lẹ̀ pàjáwìrì ìyen Lagos Management Agency (LAGSEMA)gba àwọn oníkèké márúwá lámọ̀ràn látàrí ìṣẹ̀lẹ̀ burúkú kan tó ṣẹlẹ̀ nígbàtí oníkèké márúwá kan sáré sẹ́nu ọkọ̀ ojú irin tó ńkọjá lọ́ ní agbègbè Shina Peters ní Ìjú Ìshàá ní agbègbè Èkó ní ibi tí àwọn ènìyàn mẹ́rin ti jẹ́ ọlọ́run nípè tí ọlọ́run sì kó ẹnìkan yọ láì farapa
Mr. Tiamiyu noted that the incident could have been avoided if road traffic rules were strictly adhere to by the tricycle operator.,"Ọ̀̀gbẹ́ni Tìámíyù ní tó bá sepé dẹ́rẹ́bà yìí mú sùúrù tó tún tẹ̀lé ìlànà òfin, irúfẹ́ ìsèlè yìí ìbátí wáyé."
"He advised motorists, other road users especially tricycle operators who are mostly in habit of maneuvering any available space to always exercise patience to avoid unnecessary loss of lives.",Bákanáà ló tún ń rò wọ́n láti dẹ́kun ìfẹ̀mí àti dúkìá sòfò látàri eré àsápajúdé àti àìní sùúrù.
"President Muhammadu Buhari is committed to improving the welfare of works and leaving behind a legacy of service and buoyant economy, the Minister of Labour and Employment Dr. Chris Ngige who made this known in a message to mark worker’s day. He maintained that the President was determined to create an economy that would bring about sustainable abundance to Nigerians.","Mohammed Buhari ti ní kí gbogbo Òṣìṣẹ́ ólọ fi okàn balẹ̀ nítorí pé ìsèjoba òun yìí yóò mú ìdẹ̀rùn bá àwọn òṣìṣẹ́ ní gbogbo ọ̀nà èyì ni isé ìkíni ìwúrí tó fi ránsẹ́ sí àwọn òṣìṣẹ́ níbi tí Mínísítà fún ètò ìgbani sí iṣẹ́ Dókítà Chris Ngige tilo sojú fun Ààrẹ, ònì òwà nínú èrò àti ìpinu rere fun àwọn òṣìṣẹ́ lori ìdókòwò ti yoo mú ọrọ̀ ajé Nigerians gbéra sókè ."
"Similarly, the Senate President, Dr. Bukola Saraki saluted workers on their contributions to the country’s socio economic development of our. In his Workers’ Day, message signed by his Special Adviser on Media and Publicity, Yusuph Olaniyonu, Dr. Saraki hailed the leadership of the organized Labour for their patriotism in often choosing dialogue rather than industrial action in resolving trade disputes.","Nínú isẹ́ ìkíni ti Olórí ilé ìgbìmọ̀ asòfin Dokita Bukola Saraki tó fi gbóríyìn fún àwọn òṣìṣẹ́ fún ipa tí wón nko nínú ìdàgbàsókè ilẹ̀ wa, ninu àtèjáde ti akọ̀wé fún Dókítà Saraki buwọ́lù ìyen Ogbeni Yusuph Olaniyonu ló ti gbóríyín fún àwọn tó gbèrò láti jóòko ìpàdé pọ̀ pẹ̀lú ìjoba láti so àsoyèpọ̀ lórí ìdàmú tó n kójú àwọn òṣìṣẹ́."
Saraki expressed hope that workers would be encouraged therefore they should always put in their best.,Sàràkí múu dá wọn lójú pé ìgbà ọ̀tun ńbò ṣùgbọ́n ki àwọn òṣìṣẹ́ o ri dájú pé wọn n sa ipá wọn pàápá lẹ́nu isẹ́ òòjó wọn.
Nigeria workers have converged on Agege Stadium to celebrate this year’s Workers Day.,Àwọn Òṣìṣí ìpìnlẹ́ yìí lóti kórajo si pápá ìseré Agege láti sàmì àyájọ́ àwọn òṣìṣẹ́.
"Lagos State Commissioner for Establishment, Training, Pension, Mr. Akintola Benson, commended Nigeria Labour congress for their struggle for welfare of the workers.","Komisona fun Ìdáṣẹ́sílẹ̀, ìkọ́ni àti ìfẹ̀yìntì Ogbeni Akintola Benson gbóríyín fún Àjo tó ń mójútó ìgbáyé gbádùn òṣìṣẹ́ bí wọ́n se ń bèrè fún ohun amáyédẹrùn fun àwọn Òṣìṣẹ́."
He said the state would continue to provide conducive atmosphere for workers while jobs creation would be government’s priority.,Óní ìjoba pẹ́lú yóò tún bọ̀ ma tẹ̀síwájú láti mú ìgbé ayé ìdẹ̀rùn bá àwọn òṣìṣẹ́ àti pé pípèsè iṣé yóò jẹ ìjọba lógún
"In a remark, Lagos State Trade Union Congress Chairman TUC, Mr. Francis Ogunremi called on Governor Akinwunmi Ambode to commence payment of minimum wage by May and arrears of April.",Ọ̀gbẹ́ni Francis Ògúnrèmí tó jẹ́ alága fún àwọn Onísòwò pe Gómìná Akinwunmi Ambode láti bẹ̀rẹ̀ síní san owó osú òṣìṣẹ̀ tó kéré jù nínú Oṣù Karùn ún Ọdún Bákan náà ni wọn tún béèrè fún owó àjẹmọ́nú ti Oṣù kẹrin ọdún.
"While commending government for prompt payment of workers’ salaries and remittance of pensions, Mr. Ogunremi appealed to the state government to regularize employment of casual and contract workers.","Ẹ̀wẹ̀ lásìkò tí wón ń pe ìjoba sí àkíyèsí Ọ̀gbẹ́ni Ògúnrẹ̀mí tún rawó ẹ̀bẹ̀ sí ìjoba láti dákun dábọ̀ jẹ́ kí owó oṣù àwọn òṣìṣẹ̀ ní sísan lọ dédé àti àwọn owó ìfẹ̀yìntì náà, Ó tún wá rawọ́ ẹ̀bẹ̀ síí ìjọba Ìpínlẹ̀ pé kí wọn ṣe ìdíwòn dédé sí àwọn òṣìṣẹ́ kíákíá àti àwọn kongílá"
"The eight National Assembly under the leadership of the Senate President, Dr. Bukola Saraki and his counterpart at the House of Representatives Mr. Yakubu Dogara have been described as efficient and effective",Ilé Ìgbìmọ̀ Aṣòfin àgbà ẹlẹ́kẹ̀jọ lábẹ́ Aàre wọ́n Dókítà Bùkọ́lá Sàràkí àti aka ẹgbẹ́ rè ọ̀gbẹ́ni Yakubu Dogara tí wón ń ṣojú nílé ìgbìmọ̀ aṣojú-ṣòfín kékeré ni wọ́n ti júwe gẹ́gẹ́bí aṣíwájú rere tósí ń fẹ́ ìlọsíwájú ilẹ̀ yí.
"The assertion was given by a member of the Green chambers representing Badagry Constituency at the National Assemblies. Mr. Bamgbose, said that the eight assembly performed creditably all members of the chamber placed national interest above individual interests. Mr. Bamgbose who stressed that as a member of the House, he has been able to also affect his constituents positively though various empowerment programmes, ranging from agriculture, crafts and many artisans within Badagry Federal Constituency. Mr. Bamgbose thanked Badagrians for giving him the opportunity to serve and promised to continue to deliver more dividends to his people.","Ọ̀mọ ilé ìgbìmọ̀ Aṣojú-ṣòfin tó ń ṣojú Àgbádárìgì Ọ̀gbẹ́ni Joseph Bamgbose ló sọ ọ̀rọ̀ yí lásìkò tó ńgbé o ríyìn fún wọ̣n pé èróngbà ìjọba ló mumú láyà àwọn aka ẹgbẹ́ ilé ìgbìmọ̀ aṣòfin ẹlẹ́ẹ̀kẹjọ, Óní gẹ́gẹ́ bíí ọmọ ilé ìgbìmọ̀ aṣòfin ọ̀hún tisa ipa ribiribi láti mú ayé dẹrùn fún àwọn ènìyàn agbègbè rẹ̀ látàrí ètò ìrónilágbára lórí ètò Ọ̀gbìn, isẹ́ ọnà ti ọ̀pọ̀lọpọ̀ oníṣẹ́-ọwọ́ náà si rí gbà láti jábọ̀ fún àwọn tó lọ sojú fún labuja bákan náà, Ódúpẹ́ púpọ̀ lọ́wọ́ àwọn agbègbè rẹ̀ fún ore-òfẹ́ tí wọn fún láti ṣojú wọn ní ilé ìgbìmọ̀ aṣòfin ósì ṣ̣e ìlérí pé òun kò ní já àwọn ènìyán náà kulẹ̀ lọ́jọ́-kọ́jọ́."
The Presidential Task-Force in Apapa road clearance has busted a cartel that extorts money from truck drives.,"Àjọ tó ń gbógun ti ìwà ìbàjé, ẹ̀ka ti ìjọba àpapọ̀ tí jáwé adámọlẹ́kun fún àwọn ọmọ gànfé tó ń gba owó kòtọ́ lọ́wọ́ àwọn Awakọ̀ àjàgbé Àpápá"
Mr. Opeifa who noted that presidential order’s deadline for the clearance of the roads elapses today.,Ọ̀gá Àgbà wọn Ọ̀gbẹ́ni Káyọ̀de Ọpéifá tó sọ̀rọ̀ yìí wí pé Ààrẹ ti fún wọn ní gbèdéke wíwẹ̀ yán kẹ̀yìnkẹ̀yìn tí Ọjọ́ náà sì ti pé lónìí.
Mr. Opeifa urged freight forwarders and truckers unions to direct their trucks and drivers to the approved private parks for a call-up to the port.,Ọpeifa ní gbogbo kàànda ọ̀hún tó sì tún ṣe kìlọ̀-kìlọ̀ fún àwọn lọ́gà-lọ́gà láti darí àwọn Awakọ sí ibi ìgbọ́kọ̀sí tí ìjọba ti yà sọ́tọ́ fún wọn
"As the Eid-El-Kabir draws near, Lagosians have expressed their displeasure over the increase in prices of goods in the market which has made life unbearable for them.",Bí ọdún se ń súnmọ́ ni àwọn olùgbé ìpínlè Èkó ti fajúro bí ojà se gbé owó lérí tósì gaju agbára wọn lọ.
Some Lagosians who spoke with Bond FM said that everything has become expensive.,Lára àwọn ènìyàn tobá iléeṣẹ́ Bond FM sọ̀rọ̀ sọ pé ohun gbogbo ló gbe owó lórí kọ́já sísọ.
They appealed to the government to put in place measure to address the situation.,Wọ́n rawọ́ ẹ̀bẹ̀ sí ìjoba Àpapọ̀ láti wa ǹkan se síi
"The Lagos Waste Management Authority, LAWMA, has called on residents to properly dispose of their domestic wasts during and after the forthcoming Eid-el-kabir celebrations so as to prevent outbreak of infection.",Àjọ tó ń mójútó ìkólẹ̀-ḱdọ̀tí ti Ìpínlẹ̀ Èkó ti ro àwọn olùgbé látí tọ́jú àwọn ilẹ̀ lásìkò ọdún yìí láti fi dènà àjàkálẹ́ àrún
